-0.49025744	-0.3737918	-0.093624234	0.08689181	0.36912578	0.028402647	0.79252017	0.07164625	-2.0241525	0.5550489	-0.24200407	-0.25868437	-0.10576237	0.23222084	-0.9632738	-0.63253266
-0.70634395	-0.045283224	0.15981777	0.45509735	-0.44526482	0.87985647	0.3371653	-0.87053764	-1.0493026	0.06525335	0.018551081	0.560645	0.31942192	0.65066004	-0.14966975	-0.30621168
-0.085912496	-0.011695607	-0.67113274	-0.02697619	-0.26553378	0.6222686	0.5539644	-0.5114027	-1.0888355	-0.5464229	0.25535867	-0.16020852	-0.21533166	-0.11288015	0.055955015	0.28995964
0.016214231	-0.17146967	0.06360202	0.16095658	0.18787363	-0.29342574	-0.12505886	0.22884208	-0.29649732	-0.006733689	-0.21473241	-0.09215334	0.15992483	0.11350538	-0.010278078	-0.2988004
0.5341161	0.42583	0.16413367	0.21988912	-0.47497523	-0.39360023	0.49345616	0.29211074	-0.0048176385	0.23884082	0.59152865	-0.50311905	-0.03407803	0.120093144	0.30167705	0.1765735
0.13230783	-0.56543314	-1.724629	-1.3922	0.61977154	0.65732384	0.46556655	-0.21492541	-0.96338046	-1.3094826	0.09439383	-0.44013366	-1.0726895	-1.134563	-0.55862147	0.72647196
-0.28150555	0.2524887	0.070507996	-0.0054231375	-0.12878181	0.29431036	0.27529043	-0.2591296	-0.13054766	0.22810633	0.12060761	0.13452362	-0.1307211	0.008571354	-0.2722897	0.088196054
0.45988104	-0.14732796	-0.20261313	-0.7900532	0.9199056	-0.94558835	-0.19450107	0.8606356	0.58955336	0.32273445	-0.2531486	-0.5362607	-0.55225486	-0.7857642	-0.70073265	0.067943744
-0.095587395	-0.28695402	-0.20960546	-0.41793242	0.5472239	-0.13689744	-0.12856604	0.21737513	-0.051584393	-0.014594958	-0.3270423	-0.019558385	-0.3008564	-0.4121222	-0.49448875	-0.08024329
-1.3761408	-0.46427715	-0.09469775	-0.63450795	0.989353	0.6656708	-0.7588592	-0.5650898	-0.21476671	-0.0343832	-1.0049791	1.180358	0.051529564	-0.22018589	-1.4251418	-0.75530547
-0.40171406	-0.18523361	-0.23372813	-0.334992	0.27651116	0.44849968	-0.037338343	-0.26520666	-0.40183476	-0.1217581	-0.27212912	0.20985214	-0.20599203	-0.14876339	-0.5730892	-0.018919237
0.04233351	0.22195415	0.15722977	-0.16459051	-0.061264582	-0.0012826385	0.2848275	0.02477905	0.16551018	0.42850354	0.15136807	-0.07607575	-0.29540566	-0.09350972	-0.328288	0.16934744
