-0.0401865	-0.04661239	-0.043655604	-0.08110822	0.0202993	0.042827886	-0.0066366326	0.08675305	0.00042711536	-0.006496522	-0.054867286	0.04284457	-0.047323994	-0.07100895	-0.0057404884	0.008203747
-0.05902798	-0.024056869	0.037161827	-0.06594626	-0.009763872	0.019804891	0.006836842	-0.030582484	-0.0761036	-0.09982665	-0.0390412	0.033610977	-0.08911138	-0.09670067	-0.039694577	-0.019247781
0.01917346	0.018313518	-0.010192518	-0.06609362	-0.024068736	-0.019969013	0.017363112	0.049190022	-0.079668924	0.008691796	-0.1026819	0.061785568	-0.12677416	0.04181208	-0.048954133	0.057356626
-0.06075621	-0.0059289476	0.041395795	-0.037742283	0.026113601	0.037547175	-0.031072637	0.11802186	-0.046878356	-0.039820444	-0.12271641	0.004081463	-0.11414957	-0.08213221	-0.07262766	0.07328208
-0.087884955	-0.036181495	0.011665039	0.005983239	0.070712335	0.0056099817	0.06638309	0.074040085	-0.019090088	-0.004758507	-0.076736845	-0.011659381	-0.11324615	-0.004662219	-0.06472114	0.034225307
-0.009449814	-0.047790576	0.020335726	-0.037255883	0.041415162	0.057846505	0.018244686	0.01610763	-0.008386076	-0.024869956	-0.09739858	0.029943712	-0.029246539	-0.090882145	-0.022737855	0.0445219
-0.03376245	0.07883592	-0.06376065	-0.06616601	-0.0150841735	0.0022110338	0.051183194	0.008601766	-0.095522374	0.015778871	-0.0741029	-0.018887216	-0.09847538	-0.02493931	-0.04793742	-0.06989753
0.032596596	0.014240281	0.011232675	-0.028676724	0.008887821	0.0108333565	0.005069642	0.053176984	-0.036961403	-0.030059194	-0.11849248	0.081946895	-0.11645289	-0.01466972	-0.043583147	-0.091050506
0.0022325527	-0.009159596	0.005721919	-0.077818036	0.014519203	-0.024306912	0.07553563	-0.027674247	-0.05125731	0.0659032	-0.081023216	0.03748479	-0.053576566	0.03422286	0.0015403116	0.062140763
-0.043718614	-0.027200922	0.017723547	0.00918825	0.051351454	0.01903186	-0.009264758	0.014898221	-0.02670412	-0.037221957	-0.020293659	0.03400261	-0.02625696	0.032829516	-0.053538322	0.06138225
-0.051632565	-0.0072711874	-0.07859178	0.0017381955	0.035142258	0.013957734	0.048031624	0.07610906	-0.086429514	0.0016620709	-0.07850583	0.05729222	-0.107345395	-0.0041298573	-0.028573884	-0.0143665485
0.06566821	-0.011949629	0.008084417	-0.056662317	-0.026426814	-0.0049780365	-0.033818062	0.07459788	-0.048630044	0.049993627	-0.030429771	0.052759886	0.043790918	-0.12797856	-0.0034039712	-0.026530633
-0.07302241	-0.065692484	0.020282604	0.05224661	0.044485956	0.042990755	-0.03235881	0.087622695	-0.07460761	0.06761253	-0.053564314	-0.0846963	-0.07786259	-0.07077559	0.048514582	0.018890545
